,data_index,cluster
425,14122,1
426,14132,2
427,14139,0
428,14157,0
429,14158,1
430,14160,1
431,14165,0
432,14169,1
433,14185,2
434,14197,1
435,14202,2
436,14204,1
437,14207,0
438,14209,2
439,14229,1
440,14234,0
441,14237,2
442,14238,1
443,14239,0
444,14240,0
445,14245,2
446,14253,0
447,14270,2
448,14293,0
449,14305,2
450,14318,1
451,14333,1
452,14336,0
453,14342,0
454,14343,1
455,14344,1
456,14366,0
457,14369,1
458,14379,2
459,14381,0
460,14401,0
461,14403,0
462,14407,2
463,14408,0
464,14410,0
465,14419,0
466,14435,0
467,14437,0
468,14451,0
469,14468,0
470,14472,0
471,14473,2
472,14474,0
473,14475,1
474,14483,2
475,14486,0
476,14498,0
477,14522,1
478,14524,0
479,14534,1
480,14536,0
481,14537,0
482,14557,0
483,14559,0
484,14563,0
485,14566,2
486,14592,0
487,14594,1
488,14596,0
489,14600,1
490,14613,2
491,14622,2
492,14635,1
493,14636,0
494,14640,0
495,14643,1
496,14647,0
497,14656,2
498,14658,1
499,14666,2
500,14672,2
501,14676,1
502,14678,0
503,14688,0
504,14694,0
505,14709,2
506,14716,1
507,14730,0
508,14732,0
509,14735,0
510,14796,1
511,14802,1
512,14816,1
513,14828,2
514,14839,0
515,14846,1
516,14853,2
517,14854,2
518,14866,0
519,14885,0
520,14926,1
521,14932,1
522,14938,0
523,14946,0
524,14965,0
525,14978,1
526,14985,0
527,14991,0
528,15026,1
529,15057,0
530,15074,2
531,15079,2
532,15114,2
533,15123,1
534,15126,1
535,15133,0
536,15142,1
537,15163,0
538,15172,0
539,15176,0
540,15182,1
541,15187,1
542,15188,1
543,15195,1
544,15202,0
545,15219,2
546,15220,0
547,15248,2
548,15255,0
549,15258,2
550,15282,1
551,15290,1
552,15315,0
553,15319,0
554,15322,2
555,15339,0
556,15342,0
557,15347,2
558,15363,0
559,15367,0
560,15368,1
561,15380,0
562,15400,0
563,15441,0
564,15442,1
565,15446,1
566,15456,0
567,15460,1
568,15461,2
569,15464,0
570,15476,1
571,15479,1
572,15495,0
573,15526,2
574,15569,0
575,15574,0
576,15578,1
577,15579,1
578,15585,1
579,15628,2
580,15678,1
581,15716,0
582,15718,2
583,15749,0
584,15764,1
585,15768,0
586,15771,0
587,15816,1
588,15827,1
589,15833,0
590,15863,0
591,15879,0
592,15883,1
593,15898,0
594,15903,0
595,15942,1
596,15944,2
597,15971,0
598,16007,1
599,16020,2
600,16022,0
601,16024,1
602,16080,0
603,16085,0
604,16090,0
605,16142,0
606,16201,2
607,16216,0
608,16225,1
609,16233,0
610,16238,0
611,16257,1
612,16273,1
613,16281,1
614,16287,0
615,16293,1
616,16295,1
617,16297,0
618,16307,0
619,16344,1
620,16355,2
621,16371,1
622,16388,0
623,16402,0
624,16407,2
625,16426,0
626,16443,0
627,16448,0
628,16490,0
629,16495,0
630,16508,2
631,16511,2
632,16520,2
633,16522,0
634,16578,0
635,16586,1
636,16608,1
637,16617,0
638,16641,1
639,16647,0
640,16649,0
641,16653,0
642,16659,1
643,16669,0
644,16672,0
645,16677,0
646,16679,0
647,16689,1
648,16692,1
649,16696,0
650,16708,0
651,16710,2
652,16711,0
653,16718,0
654,16720,1
655,16725,1
656,16734,1
657,16741,1
658,16755,0
659,16763,0
660,16772,0
661,16773,2
662,16776,0
663,16778,0
664,16779,0
665,16794,0
666,16795,2
667,16799,0
668,16800,0
669,16802,1
670,16803,1
671,16807,0
672,16808,0
673,16810,0
674,16813,1
675,16814,1
676,16817,0
677,16823,2
678,16842,1
679,16845,0
680,16847,1
681,16848,0
682,16855,2
683,16860,1
684,16876,0
685,16878,0
686,16892,2
687,16895,1
688,16898,2
689,16923,1
690,16936,0
691,16940,0
692,16948,1
693,16949,0
694,16961,0
695,16968,1
696,16970,0
697,16975,1
698,16976,0
699,16979,0
700,16986,0
701,16992,0
702,17009,0
703,17011,0
704,17038,0
705,17039,1
706,17047,1
707,17062,0
708,17064,1
709,17069,1
710,17071,1
711,17073,2
712,17077,0
713,17078,0
714,17087,2
715,17094,0
716,17100,1
717,17116,1
718,17117,0
719,17122,2
720,17136,0
721,17144,0
722,17145,0
723,17151,0
724,17154,0
725,17155,0
726,17167,0
727,17171,2
728,17198,0
729,17199,1
730,17230,1
731,17233,0
732,17242,0
733,17265,0
734,17281,0
735,17288,0
736,17297,0
737,17310,2
738,17347,0
739,17352,0
740,17353,2
741,17376,1
742,17396,1
743,17401,1
744,17434,2
745,17451,1
746,17455,0
747,17456,1
748,17457,0
749,17485,2
750,17518,0
751,17543,2
752,17557,0
753,17573,0
754,17578,2
755,17579,0
756,17582,0
757,17583,2
758,17585,0
759,17586,0
760,17610,2
761,17614,2
762,17615,0
763,17630,1
764,17664,1
765,17689,0
766,17691,0
767,17727,2
768,17728,2
769,17798,0
770,17815,0
771,17841,2
772,17844,0
773,17862,0
774,17865,2
775,17873,1
776,17888,1
777,17904,0
778,17906,0
779,17910,0
780,17916,1
781,17918,0
782,17931,0
783,17935,0
784,17952,0
785,17980,1
786,17983,0
787,17986,0
788,17990,0
789,18021,0
790,18024,2
791,18028,2
792,18045,0
793,18049,0
794,18059,0
795,18060,0
796,18063,0
797,18075,2
798,18076,2
799,18084,2
800,18109,1
801,18117,1
802,18137,0
803,18156,0
804,18164,0
805,18198,0
806,18203,1
807,18261,1
808,18275,1
809,18319,0
810,18326,0
811,18337,1
812,18341,2
813,18353,0
814,18362,0
815,18384,1
816,18391,2
817,18400,0
818,18409,0
819,18410,2
820,18434,0
821,18436,1
822,18441,1
823,18442,1
824,18455,0
825,18477,2
826,18483,0
827,18487,0
828,18508,0
829,18529,2
830,18544,0
831,18549,2
832,18563,2
833,18570,0
834,18575,2
835,18606,2
836,18608,0
837,18614,0
838,18619,2
839,18620,1
840,18648,0
841,18673,0
842,18681,0
843,18700,0
844,18755,0
845,18759,0
846,18766,0
847,18782,1
848,18789,0
849,18794,0
850,18805,1
851,18817,0
852,18830,0
853,18854,0
854,18868,1
855,18878,0
856,18884,0
857,18924,2
858,18939,0
859,18945,1
860,18968,0
861,18974,1
862,18989,0
863,18996,0
864,19009,0
865,19011,0
866,19043,0
867,19058,0
868,19062,2
869,19084,0
870,19131,1
871,19152,0
872,19170,1
873,19187,0
874,19209,0
875,19216,0
876,19220,0
877,19222,1
878,19236,0
879,19239,0
880,19245,1
881,19246,0
882,19250,1
883,19251,2
884,19257,0
885,19263,0
886,19276,0
887,19286,0
888,19287,1
889,19299,0
890,19300,0
891,19302,0
892,19305,2
893,19313,0
894,19314,1
895,19318,1
896,19320,0
897,19329,0
898,19330,0
899,19334,0
900,19339,2
901,19354,0
902,19355,0
903,19369,1
904,19371,0
905,19374,0
906,19391,2
907,19392,0
908,19397,1
909,19406,0
910,19423,1
911,19437,1
912,19447,0
913,19454,0
914,19469,0
915,19478,0
916,19490,1
917,19492,0
918,19496,0
919,19497,2
920,19509,1
921,19522,0
922,19547,0
923,19559,0
924,19592,0
925,19600,0
926,19607,1
927,19633,2
928,19662,0
929,19677,0
930,19687,0
931,19690,2
932,19698,2
933,19702,0
934,19704,1
935,19722,0
936,19760,2
937,19769,1
938,19804,2
939,19854,2
940,19870,0
941,19878,2
942,19891,2
943,19915,1
944,19920,1
945,19948,0
946,19959,0
947,19998,0
948,20025,1
949,20044,0
950,20055,0
951,20065,0
952,20067,0
953,20093,2
954,20094,1
955,20097,0
956,20122,0
957,20128,0
958,20134,0
959,20137,0
960,20147,0
961,20151,0
962,20178,0
963,20201,0
964,20202,2
965,20212,0
966,20213,2
967,20220,2
968,20222,2
969,20227,0
970,20231,0
971,20286,0
972,20304,1
973,20321,0
974,20330,1
975,20382,1
976,20392,1
977,20413,0
978,20421,1
979,20440,0
980,20473,2
981,20494,1
982,20514,0
983,20523,1
984,20530,0
985,20533,2
986,20536,0
987,20544,0
988,20550,1
989,20551,2
990,20573,0
991,20581,2
992,20583,2
993,20585,1
994,20590,0
995,20596,1
996,20600,2
997,20615,2
998,20617,1
999,20630,0
1000,20643,0
1001,20645,1
1002,20660,1
1003,20691,1
1004,20715,1
1005,20737,0
1006,20749,0
1007,20755,0
1008,20807,1
1009,20851,0
1010,20886,0
1011,20892,0
1012,20916,0
1013,20930,0
1014,20937,1
1015,21016,0
1016,21040,0
1017,21046,0
1018,21065,0
1019,21070,0
1020,21075,0
1021,21080,2
1022,21086,1
1023,21089,1
1024,21096,0
1025,21104,2
1026,21105,2
1027,21115,0
1028,21119,0
1029,21128,1
1030,21130,1
1031,21153,1
1032,21169,0
1033,21181,0
1034,21186,2
1035,21188,0
1036,21191,1
1037,21196,0
1038,21197,2
1039,21206,0
1040,21209,0
1041,21212,2
1042,21218,0
1043,21221,0
1044,21222,2
1045,21227,0
1046,21237,1
1047,21285,0
1048,21288,1
1049,21295,1
1050,21297,0
1051,21299,1
1052,21304,2
1053,21311,1
1054,21366,0
1055,21389,0
1056,21392,0
1057,21409,2
1058,21429,1
1059,21434,1
1060,21439,1
1061,21441,0
1062,21444,0
1063,21462,1
1064,21470,0
1065,21477,0
1066,21480,1
1067,21482,2
1068,21486,0
1069,21493,0
1070,21494,2
1071,21498,1
1072,21501,1
1073,21508,2
1074,21531,2
1075,21549,0
1076,21554,1
1077,21578,1
1078,21589,1
1079,21630,0
1080,21633,2
1081,21645,0
1082,21662,1
1083,21664,1
1084,21668,2
1085,21677,1
1086,21693,0
1087,21703,2
1088,21706,0
1089,21723,1
1090,21725,1
1091,21726,1
1092,21740,1
1093,21741,0
1094,21751,1
1095,21754,0
1096,21758,1
1097,21760,1
1098,21768,0
1099,21777,0
1100,21801,1
1101,21804,0
1102,21846,1
1103,21862,0
1104,21863,0
1105,21875,2
1106,21879,2
1107,21900,1
1108,21917,0
1109,21925,2
1110,21930,2
1111,21945,0
1112,21974,0
1113,22026,0
1114,22072,0
1115,22114,0
1116,22136,2
1117,22144,0
1118,22147,0
1119,22152,0
1120,22163,1
1121,22208,1
1122,22209,0
1123,22219,1
1124,22226,1
1125,22241,2
1126,22243,0
1127,22252,1
1128,22260,1
1129,22310,0
1130,22319,0
1131,22329,1
1132,22336,1
1133,22337,0
1134,22340,2
1135,22345,0
1136,22377,0
1137,22380,0
1138,22411,0
1139,22439,0
1140,22440,1
1141,22442,0
1142,22461,1
1143,22472,0
1144,22478,1
1145,22482,0
1146,22487,0
1147,22515,0
1148,22530,0
1149,22578,1
1150,22594,1
1151,22603,0
1152,22612,2
1153,22650,0
1154,22651,0
1155,22656,0
1156,22658,0
1157,22666,0
1158,22675,0
1159,22687,0
1160,22696,0
1161,22700,1
1162,22703,1
1163,22704,0
1164,22709,2
1165,22717,0
1166,22724,0
1167,22736,0
1168,22739,1
1169,22748,2
1170,22759,0
1171,22762,1
1172,22781,0
1173,22785,2
1174,22801,2
1175,22803,0
1176,22807,1
1177,22816,0
1178,22826,2
1179,22833,1
1180,22848,2
1181,22871,2
1182,22872,0
1183,22884,0
1184,22892,1
1185,22901,0
1186,22908,1
1187,22940,0
1188,22946,0
1189,22951,0
1190,22965,0
1191,22973,1
1192,22974,1
1193,22977,2
1194,22980,0
1195,22984,0
1196,22993,0
1197,23005,1
1198,23021,1
1199,23031,1
1200,23035,0
1201,23046,1
1202,23064,0
1203,23092,2
1204,23102,2
1205,23109,2
1206,23114,0
1207,23115,0
1208,23124,2
1209,23127,2
1210,23131,0
1211,23151,1
1212,23157,2
1213,23173,0
1214,23177,0
1215,23187,0
1216,23197,1
1217,23218,0
1218,23229,0
1219,23239,0
1220,23246,0
1221,23277,0
1222,23293,0
1223,23295,0
1224,23324,0
1225,23325,1
1226,23331,1
1227,23347,0
1228,23351,0
1229,23355,0
1230,23357,0
1231,23368,0
1232,23376,0
1233,23378,0
1234,23380,1
1235,23383,0
1236,23386,1
1237,23389,2
1238,23390,0
1239,23393,0
1240,23407,0
1241,23417,0
1242,23419,1
1243,23429,0
1244,23432,0
1245,23433,1
1246,23434,0
1247,23437,1
1248,23458,0
1249,23465,0
1250,23492,1
1251,23504,1
1252,23528,2
1253,23543,0
1254,23546,0
1255,23554,1
1256,23556,0
1257,23594,0
1258,23603,2
1259,23612,0
1260,23613,2
1261,23614,1
1262,23620,0
1263,23626,1
1264,23632,0
1265,23643,0
1266,23644,1
1267,23646,1
1268,23647,0
1269,23648,1
1270,23676,0
1271,23678,2
1272,23679,1
1273,23685,2
1274,23713,2
1275,23726,0
1276,23762,2
1277,23767,0
1278,23770,0
1279,23790,1
1280,23806,0
1281,23809,1
1282,23822,0
1283,23866,1
1284,23867,1
1285,23881,0
1286,23904,0
1287,23905,2
1288,23908,1
1289,23913,2
1290,23918,0
1291,23920,1
1292,23926,1
1293,23940,1
1294,23943,0
1295,23947,1
1296,23949,1
1297,23952,0
1298,23961,0
1299,23979,1
1300,23982,0
1301,23986,1
1302,23987,2
1303,23992,0
1304,23993,0
1305,24000,1
1306,24017,1
1307,24020,2
1308,24042,0
1309,24048,0
1310,24049,2
1311,24050,0
1312,24065,2
1313,24068,0
1314,24073,1
1315,24079,2
1316,24091,2
1317,24099,1
1318,24100,0
1319,24123,1
1320,24187,1
1321,24212,0
1322,24223,1
1323,24227,1
1324,24228,1
1325,24253,0
1326,24256,2
1327,24261,0
1328,24264,1
1329,24272,0
1330,24279,0
1331,24280,2
1332,24285,2
1333,24300,2
1334,24334,0
1335,24351,1
1336,24372,1
1337,24388,1
1338,24393,0
1339,24399,0
1340,24415,2
1341,24433,0
1342,24461,0
1343,24477,0
1344,24481,0
1345,24495,0
1346,24496,1
1347,24512,1
1348,24520,1
1349,24575,1
1350,24591,0
1351,24601,1
1352,24611,0
1353,24629,1
1354,24696,1
1355,24711,0
1356,24787,2
1357,24860,0
1358,24878,2
1359,24922,1
1360,24929,0
1361,24938,0
1362,24963,2
1363,24974,2
1364,24995,0
1365,25002,0
1366,25014,1
1367,25028,1
1368,25038,0
1369,25041,0
1370,25042,2
1371,25045,0
1372,25056,0
1373,25059,0
1374,25062,0
1375,25064,1
1376,25065,1
1377,25077,1
1378,25078,0
1379,25106,1
1380,25112,0
1381,25120,1
1382,25128,0
1383,25137,0
1384,25164,2
1385,25174,0
1386,25186,1
1387,25187,1
1388,25190,0
1389,25199,1
1390,25230,0
1391,25242,0
1392,25245,0
1393,25246,1
1394,25248,0
1395,25253,1
1396,25260,1
1397,25263,0
1398,25300,0
1399,25328,0
1400,25333,2
1401,25344,0
1402,25359,0
1403,25361,1
1404,25368,0
1405,25372,1
1406,25381,2
1407,25382,0
1408,25387,0
1409,25403,0
1410,25408,1
1411,25432,2
1412,25436,1
1413,25439,1
1414,25440,1
1415,25446,0
1416,25453,0
1417,25470,2
1418,25491,0
1419,25493,0
1420,25495,1
1421,25497,1
1422,25521,1
1423,25522,0
1424,25542,0
1425,25543,0
1426,25544,0
1427,25550,0
1428,25562,1
1429,25571,0
1430,25588,2
1431,25600,1
1432,25610,0
1433,25615,2
1434,25619,1
1435,25625,0
1436,25633,0
1437,25635,0
1438,25640,0
1439,25642,0
1440,25648,2
1441,25655,0
1442,25675,0
1443,25676,2
1444,25718,0
1445,25765,1
1446,25770,1
1447,25772,0
1448,25779,2
1449,25793,0
1450,25812,0
1451,25813,0
1452,25839,2
1453,25844,0
1454,25846,0
1455,25847,0
1456,25869,0
1457,25895,0
1458,25898,0
1459,25899,0
1460,25904,1
1461,25917,0
1462,25925,0
1463,25933,0
1464,25936,0
1465,25940,0
1466,25944,0
1467,25949,1
1468,25958,0
1469,25960,0
1470,25968,0
1471,25970,0
1472,25973,2
1473,25986,0
1474,26009,1
1475,26013,0
1476,26019,0
1477,26038,1
1478,26048,1
1479,26052,0
1480,26061,2
1481,26062,1
1482,26069,0
1483,26070,2
1484,26074,0
1485,26076,2
1486,26077,1
1487,26078,0
1488,26097,0
1489,26110,0
1490,26121,0
1491,26138,1
1492,26139,2
1493,26143,0
1494,26146,2
1495,26167,0
1496,26168,0
1497,26170,1
1498,26171,0
1499,26177,0
1500,26178,0
1501,26203,2
1502,26208,0
1503,26214,2
1504,26222,0
1505,26235,2
1506,26240,0
1507,26244,1
1508,26248,0
1509,26249,0
1510,26252,1
1511,26263,2
1512,26267,0
1513,26296,2
1514,26301,0
1515,26302,1
1516,26319,1
1517,26323,1
1518,26326,1
1519,26330,2
1520,26335,1
1521,26346,0
1522,26358,2
1523,26363,1
1524,26367,2
1525,26369,1
1526,26372,2
1527,26378,0
1528,26384,1
1529,26388,0
1530,26391,0
1531,26393,0
1532,26400,0
1533,26401,2
1534,26412,1
1535,26420,1
1536,26440,0
1537,26452,1
1538,26453,1
1539,26454,1
1540,26458,0
1541,26467,0
1542,26474,0
1543,26504,0
1544,26534,1
1545,26552,0
1546,26554,0
1547,26567,1
1548,26570,1
1549,26576,1
1550,26598,1
1551,26600,0
1552,26615,1
1553,26617,0
1554,26623,1
1555,26625,1
1556,26628,1
1557,26634,1
1558,26646,0
1559,26649,1
1560,26653,1
1561,26659,0
1562,26666,1
1563,26668,1
1564,26678,0
1565,26680,1
1566,26681,0
1567,26682,2
1568,26686,0
1569,26703,0
1570,26706,1
1571,26708,0
1572,26711,0
1573,26718,0
1574,26725,1
1575,26740,1
1576,26742,0
1577,26744,0
1578,26746,0
1579,26753,0
1580,26756,0
1581,26757,0
1582,26762,1
1583,26765,0
1584,26766,0
1585,26772,0
1586,26777,0
1587,26797,0
1588,26798,0
1589,26799,0
1590,26828,1
1591,26832,1
1592,26837,1
1593,26864,0
1594,26870,0
1595,26871,1
1596,26875,1
1597,26884,2
1598,26887,0
1599,26889,1
1600,26904,1
1601,26913,0
1602,26923,0
1603,26930,1
1604,26938,0
1605,26940,2
1606,26951,0
1607,26971,0
1608,26975,2
1609,26984,0
1610,26986,1
1611,26992,2
1612,26997,0
1613,27005,0
1614,27014,1
1615,27019,0
1616,27036,0
1617,27056,0
1618,27094,1
1619,27100,0
1620,27105,0
1621,27119,1
1622,27134,2
1623,27136,1
1624,27138,0
1625,27204,0
1626,27216,0
1627,27224,0
1628,27228,2
1629,27244,0
1630,27273,1
1631,27274,0
1632,27305,1
1633,27316,0
1634,27319,0
1635,27343,2
1636,27345,0
1637,27350,0
1638,27353,1
1639,27386,0
1640,27401,0
1641,27429,0
1642,27447,2
1643,27478,2
1644,27510,1
1645,27527,0
1646,27551,0
1647,27558,1
1648,27561,0
1649,27580,1
1650,27586,0
1651,27589,2
1652,27594,0
1653,27616,0
1654,27619,0
1655,27621,0
1656,27623,0
1657,27625,1
1658,27671,0
1659,27696,2
1660,27712,0
1661,27730,2
1662,27739,2
1663,27753,2
1664,27772,0
1665,27777,1
1666,27785,2
1667,27792,0
1668,27793,1
1669,27805,2
1670,27807,0
1671,27825,0
1672,27905,2
1673,27935,0
1674,27939,1
1675,27947,2
1676,27949,1
1677,27952,1
1678,27970,1
1679,27975,2
1680,27982,0
1681,28007,0
1682,28028,2
1683,28040,0
1684,28093,1
1685,28106,0
1686,28142,1
1687,28172,1
1688,28193,0
1689,28194,0
1690,28203,0
1691,28206,1
1692,28214,0
1693,28234,1
1694,28241,0
1695,28254,0
1696,28260,2
1697,28263,0
1698,28267,0
1699,28307,0
1700,28310,0
1701,28350,1
1702,28352,1
1703,28362,1
1704,28365,1
1705,28375,0
1706,28382,0
1707,28397,1
1708,28425,0
1709,28430,0
1710,28433,2
1711,28434,1
1712,28439,1
1713,28445,0
1714,28446,2
1715,28447,2
1716,28448,1
1717,28450,1
1718,28453,2
1719,28459,0
1720,28463,0
1721,28470,1
1722,28478,1
1723,28480,0
1724,28481,2
1725,28488,0
1726,28500,2
1727,28507,2
1728,28514,1
1729,28517,0
1730,28522,1
1731,28525,0
1732,28526,0
1733,28527,1
1734,28531,0
1735,28541,2
1736,28546,0
1737,28548,1
1738,28552,0
1739,28553,0
1740,28581,2
1741,28582,1
1742,28583,2
1743,28590,1
1744,28608,1
1745,28618,1
1746,28625,0
1747,28681,0
1748,28688,1
1749,28689,1
1750,28695,1
1751,28701,0
1752,28706,1
1753,28707,0
1754,28768,0
1755,28781,1
1756,28794,2
1757,28804,0
1758,28805,2
1759,28819,1
1760,28823,0
1761,28826,1
1762,28829,2
1763,28833,1
1764,28838,0
1765,28845,1
1766,28852,0
1767,28853,2
1768,28859,1
1769,28874,1
1770,28883,0
1771,28898,1
1772,28900,0
1773,28919,0
1774,28924,1
1775,28926,0
1776,28934,2
1777,28976,2
1778,28988,0
1779,28990,0
1780,29030,2
1781,29035,1
1782,29036,1
1783,29037,1
1784,29049,1
1785,29060,0
1786,29067,0
1787,29071,1
1788,29103,0
1789,29120,0
1790,29122,0
1791,29129,0
1792,29144,0
1793,29182,0
1794,29183,0
1795,29193,0
1796,29208,2
1797,29209,2
1798,29215,1
1799,29233,0
1800,29236,0
1801,29247,1
1802,29248,1
1803,29251,2
1804,29271,1
1805,29278,0
1806,29318,0
1807,29346,0
1808,29350,2
1809,29377,2
1810,29393,1
1811,29405,2
1812,29407,0
1813,29415,2
1814,29421,0
1815,29437,1
1816,29440,1
1817,29459,0
1818,29467,1
1819,29471,1
1820,29491,1
1821,29495,0
1822,29527,0
1823,29529,0
1824,29533,2
1825,29566,0
1826,29570,0
1827,29577,1
1828,29578,1
1829,29582,0
1830,29585,0
1831,29586,2
1832,29593,0
1833,29595,1
1834,29596,1
1835,29602,0
1836,29606,1
1837,29613,1
1838,29617,1
1839,29618,2
1840,29620,2
1841,29628,0
1842,29630,0
1843,29632,0
1844,29638,2
1845,29640,0
1846,29663,0
1847,29666,1
1848,29672,2
1849,29674,0
1850,29681,2
1851,29688,0
1852,29693,0
1853,29704,1
1854,29705,0
1855,29713,1
1856,29718,1
1857,29721,0
1858,29724,0
1859,29734,0
1860,29737,2
1861,29738,0
1862,29745,0
1863,29753,0
1864,29759,0
1865,29771,2
1866,29772,0
1867,29779,1
1868,29784,1
1869,29791,1
1870,29804,0
1871,29808,1
1872,29813,1
